SUPPLIERCODE,SUPPLIERNO,SUPPLIERNAME,SHORTNAME,SITENAME,PAGES
10001C502,1001642,西野工業株式会社 1001642,西野工業,本社,A
10001C503,1001258,株式会社長坂 1001258,長坂,本社,A
10001C504,1001127,株式会社高忠商会 1001127,高忠商会,本社(屑代金入金用),A
10001C505,1002035,名古屋科学機器株式会社 1002035,名古屋科学機器,本社(加工),A
10001C507,1000891,株式会社デンソーシェアードサービス 1000891,デンソーシェアードサービス,本社,A
10001C508,1001995,福田三商株式会社 1001995,福田三商,本社(屑代金入金用),A
10001C511,1001292,株式会社東陽テクニカ 1001292,東陽テクニカ,名古屋支店,A
10001C513,1001712,第一実業株式会社 1001712,第一実業,名古屋支社,A
10001C514,1000636,株式会社TMメタル 1000636,ＫＫＴＭメタル,浜松営業所(屑代金入金用),A
10001C516,1001744,中部高周波工業株式会社 1001744,中部高周波工業,本社,A
10001C517,1000011,AGC株式会社 1000011,ＡＧＣ,本社,A
10001C519,1000179,エヌティー精密株式会社 1000179,エヌティー精密,本社,A
10001C521,1001558,寿ダイカスト工業株式会社 1001558,寿ダイカスト,本社,A
10001C522,1000714,株式会社エクチ 1000714,エクチ,みよしオフィス,A
10001C523,1000664,株式会社アタゴ製作所 1000664,アタゴ製作所,本社,A
10001C524,1001693,大同DMソリューション株式会社 1001693,大同ＤＭソリューション,中部営業部,A
10001C525,1001923,日本軽金属株式会社 1001923,日本軽金属,産業機器,A
10001C527,1001090,株式会社吉田金型工業 1001090,吉田金型,本社,A
10001C528,1000168,エセックス・ソリューションズ・ジャパン株式会社 1000168,エセックス・ソリューションズ・ジャパン,本社,A
10001C529,1000447,まこと工業株式会社 1000447,まこと工業,本社工場,A
10001C531,1001682,大黒電線株式会社 1001682,大黒電線,本社・黒羽工場,A
10001C532,1000704,株式会社ヴァル研究所 1000704,ヴァル研究所,本社,A
10001C533,1001947,萩原エレクトロニクス株式会社 1001947,萩原エレクトロニクス,(ドル)(テン集購),A
10001C534,1000977,株式会社プロアシスト 1000977,プロアシスト,名古屋営業所,A
10001C535,1000088,PROTECHNVIL SYSYTEM 1000088,ＰＲＯＴＥＣＨＮＶＩ,PROTECHNVIL SYSTEMS PRIVATE(輸入),A
10001C536,1002090,鈴与株式会社 1002090,鈴与,浜松支店,A
10001C537,1000210,キヤノンITソリューションズ株式会社 1000210,キャノンＩＴソリューションズ,小杉事業所,A
10001C538,1000045,FPTテクノジャパン株式会社 1000045,ＦＰＴテクノジャパン,本社,A
10001C539,1001848,南真化学工業株式会社 1001848,南真化学工業,統括拠点,A
10001C540,1000092,Sky株式会社 1000092,Ｓｋｙ,大阪本社,A
10001C542,1000642,株式会社U'eyes Design 1000642,Ｕ’ｅｙｅｓ　Ｄｅｓｉｇｎ,本社,A
10001C547,1001199,株式会社聖心製作所 1001199,聖心製作所,営業窓口,A
10001C549,1000824,株式会社スギノマシン 1000824,スギノマシン,本社,A
10001C550,1001440,古河電気工業株式会社 1001440,古河電気工業,本社,A
10001C551,1001138,株式会社三共シール 1001138,三共シール,営業窓口,A
10001C552,1001625,図研エルミック株式会社 1001625,図研エルミック,本社,A
10001C553,1001862,日進機工株式会社 1001862,日進機工,本社,A
10001C554,1000631,株式会社Sohwa&Sophia Technologies 1000631,Ｓｏｈｗａ＆Ｓｏｐｈｉａ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,名古屋支社,A
10001C555,1000677,株式会社アマダプレスシステム 1000677,アマダプレスシステム,豊田営業所,A
10001C556,1000277,シライ電子工業株式会社 1000277,シライ電子工業,中部営業所,A
10001C558,1001109,株式会社桂川精螺製作所 1001109,桂川精螺製作所,本社,A
10001C561,1001605,新東工業株式会社 1001605,新東工業,大治事業所,A
10001C563,1000666,株式会社アドヴィックス 1000666,アドヴィックス,本社(トヨタ向け)(メーカ支給用),A
10001C564,1001414,協成産業株式会社 1001414,協成産業,名古屋支店,A
10001C565,1001805,東京貿易テクノシステム株式会社 1001805,東京貿易テクノシステム,豊田営業所,A
10001C567,1000992,株式会社マサシックス 1000992,マサシックス,営業窓口,A
10001C568,1000346,トーヨーエイテック株式会社 1000346,トーヨーエイテック,中部日本営業所,A
10001C569,1001580,小島プレス工業株式会社 1001580,小島プレス工業,本社(メーカ支給用),A
10001C571,1000538,伊藤忠マシンテクノス株式会社 1000538,伊藤忠マシンテクノス,大阪本社,A
10001C572,1001230,株式会社大真空 1001230,大真空,本社第2ビル,A
10001C574,1001239,株式会社大氣社 1001239,大氣社,中部支店,A
10001C575,1000980,株式会社プロテリアル 1000980,プロテリアル,本社(材料(旧日立電線)）,A
10001C576,1000494,ユニオンツール株式会社 1000494,ユニオンツール,安城営業所,A
10001C579,1001745,中部助川興業株式会社 1001745,中部助川興業,本社,A
10001C580,1001293,株式会社湯浅製作所 1001293,湯浅製作所,本社工場,A
10001C581,1000329,デンソー マーストン. 1000329,ＤＮＭＮ,DNMN(輸入),A
10001C583,1001389,丸三工業株式会社 1001389,丸三工業,本社,A
10001C584,1000733,株式会社オーハシテクニカ 1000733,オーハシテクニカ,名古屋事務所,A
10001C585,1000597,株式会社E-STAGE 1000597,Ｅ－ＳＴＡＧＥ,ヘッドオフィス,A
10001C586,1001661,倉敷化工株式会社 1001661,倉敷化工,本社,A
10001C593,1001263,株式会社天狗堂 1001263,天狗堂,営業窓口,A
10001C596,1000464,ミドリ安全株式会社 1000464,ミドリ安全,刈谷支店,A
10001C597,1001329,株式会社巴商会 1001329,巴商会,名古屋支店（ボイラー）,A
10001C598,1001522,三菱マテリアル株式会社 1001522,三菱マテリアル,名古屋支店(材料),A
10001C599,1000145,アルティウスリンク株式会社 1000145,アルティウスリンク,大東海ビル,A
10001C601,1000599,株式会社FUJI 1000599,ＦＵＪＩ,本社,A
10001C602,1001070,株式会社永和システムマネジメント 1001070,永和システムマネジメント,本社,A
10001C603,1001607,新日本ウエックス株式会社 1001607,新日本ウエックス,本社,A
10001C612,1000352,トヨタT&S建設株式会社 1000352,トヨタＴ＆Ｓ建設,刈谷営業所,A
10001C613,1000151,ウメトク株式会社 1000151,ウメトク,名古屋支店(設備),A
10001C616,1000648,株式会社アイ・エヌ・エフ 1000648,アイ・エヌ・エフ,営業窓口,A
10001C617,1001362,株式会社翻訳センター 1001362,翻訳センター,名古屋オフィス,A
10001C619,1001817,東芝情報システム株式会社 1001817,東芝情報システム,本社,A
10001C621,1001587,松栄電工株式会社 1001587,松栄電工,本社工場,A
10001C624,1000036,DNKR 1000036,ＤＮＫＲ,DNKR(輸入),A
10001C625,1001347,株式会社放電精密加工研究所 1001347,放電精密,大和事業所,A
10001C626,1000826,株式会社スギヤマ 1000826,スギヤマ,木曽岬第一工場,A
10001C627,1001286,株式会社東研サーモテック 1001286,東研サーモ,管理部門,A
10001C629,1000077,NSW株式会社 1000077,ＮＳＷ,本社,A
10001C630,1000178,エヌエスディ株式会社 1000178,エヌエスディ,豊田営業所,A
10001C631,1001819,東朋テクノロジー株式会社 1001819,東朋テクノロジー,稲沢ものづくり開発本部,A
10001C632,1000880,株式会社デンソー 1000880,デンソー,モータ事業部,A
10001C633,1000233,コベストロジャパン株式会社 1000233,コベストロジャパン,本社,A
10001C635,1000553,一般社団法人半田市医師会 1000553,半田市医師会,営業窓口,A
10001C638,1000892,株式会社デンソーソリューション 1000892,デンソーソリューション,東北支社,A
10001C640,1001982,富士電波工機株式会社 1001982,富士電波工機,本社・工場,A
10001C641,1001272,株式会社渡邊油化 1001272,渡邊油化,名古屋支店,A
10001C642,1000695,株式会社イデキュー 1000695,イデキュー,本社,A
10001C644,1000915,株式会社デンソー網走テストセンター 1000915,デンソー網走テストセンター,本社,A
10001C645,1002069,有限会社児玉紙器 1002069,児玉紙器,本社,A
10001C646,1001610,新菱冷熱工業株式会社 1001610,新菱冷熱工業株式会社,中部支店,A
10001C648,1000935,株式会社ニチダイ 1000935,ニチダイ,名古屋営業所,A
10001C650,1001361,株式会社堀場製作所 1001361,堀場製作所,名古屋セールスオフィス,A
10001C651,1001190,株式会社水野鉄工所 1001190,水野鉄工所,本社,A
10001C652,1001522,三菱マテリアル株式会社 1001522,三菱マテリアル,本社(10日払い用),A
10001C653,1002017,豊田通商株式会社 1002017,豊田通商,名古屋本社(10日払い用),A
10001C654,1001561,住友金属鉱山株式会社 1001561,住友金属鉱山,名古屋支店(10日払い用),A
10001C655,1000412,パンパシフィック・カッパー株式会社 1000412,パンパシフィック・カッパー,営業部　銅担当,A
10001C657,1001690,大塚ポリテック株式会社 1001690,大塚ポリテック,本社,A
10001C658,1000892,株式会社デンソーソリューション 1000892,デンソーソリューション,本社(東陶バスクリエイト メーカ支給用),A
10001C661,1000650,株式会社アイシン 1000650,アイシン,本社(メーカ支給用),A
10001C662,1001675,台湾電綜股ふん有限公司 1001675,ＤＮＴＷ,DNTW(輸入),A
10001C663,1001406,京セラ株式会社 1001406,京セラ,三河営業所(半導体部品有機材料事業本部),A
10001C664,1001992,福伸電機株式会社 1001992,福伸電機,本社,A
10001C665,1000579,加賀電子株式会社 1000579,加賀電子,名古屋加賀ビル,A
10001C667,1000944,株式会社ヌカベ 1000944,ヌカベ,本社,A
10001C668,1001830,東洋精機工業株式会社 1001830,東洋精機工業,本社工場,A
10001C670,1000021,DENSO BARCELONA 1000021,ＤＮＢＡ,DNBA(輸入),A
10001C671,1001536,三輪精機株式会社 1001536,三輪精機,本社,A
10001C672,1000023,DENSO HARYANA PVT.L 1000023,ＤＮＨＡ,DNHA(輸入),A
10001C673,1000790,株式会社サイベックコーポレーション 1000790,サイベックコーポレーション,本社,A
10001C674,1000042,ENEOS株式会社 1000042,ＥＮＥＯＳ,中部支店,A
10001C675,1001761,天津電装汽車電機有限公司 1001761,ＴＤＳ,TDS(輸入),A
10001C681,1000073,NITTOKU株式会社 1000073,ＮＩＴＴＯＫＵ,名古屋サテライト,A
10001C682,1000126,アヴネット株式会社 1000126,アヴネット,名古屋営業所,A
10001C683,1000325,デル・テクノロジーズ株式会社 1000325,デル・テクノロジーズ,本社,A
10001C684,1000565,遠藤科学株式会社 1000565,遠藤科学,安城営業所,A
10001C685,1000734,株式会社オーバル 1000734,オーバル,名古屋営業所,A
10001C686,1000212,キヤノンマーケティングジャパン株式会社 1000212,キヤノンＭＪ,名古屋支店,A
10001C688,1000754,株式会社キャタラー 1000754,キャタラー,本社,A
10001C689,1001984,扶桑精工株式会社 1001984,扶桑精工,岐阜工場,A
10001C691,1001473,佐元株式会社 1001473,佐元,ダスキンよさみ,A
10001C692,1001909,日本バイリーン株式会社 1001909,日本バイリーン,本社,A
10001C694,1000637,株式会社TOO 1000637,Ｔｏｏ,名古屋オフィス,A
10001C695,1000393,ニムラ鋼機株式会社 1000393,ニムラ鋼機,本社,A
10001C697,1000912,株式会社デンソー勝山 1000912,デンソー勝山,営業窓口,A
10001C702,1001067,株式会社一宮電機 1001067,一宮電機,モータ技術研究所,A
10001C703,1000368,トヨタ車体株式会社 1000368,トヨタ車体,本社,A
10001C704,1000026,DENSO MANUFACTURING 1000026,ＤＭＡＴ,DMAT(輸入),A
10001C705,1000794,株式会社サンコー 1000794,サンコー,安城営業所,A
10001C706,1001534,三洋貿易株式会社 1001534,三洋貿易,本店(屑代金入金専用),A
10001C707,1000581,河合物産株式会社 1000581,河合物産,本社,A
10001C708,1000385,ニッタ株式会社 1000385,ニッタ,名古屋支店,A
10001C710,1000024,DENSO INDIA LTD 1000024,ＤＮＩＮ,DNIN(輸入),A
10001C711,1000900,株式会社デンソーファシリティーズ 1000900,デンソーファシリティーズ,本社,A
10001C714,1001355,株式会社豊田自動織機 1001355,豊田自動織機,本社(エレクトロニクス),A
10001C715,1001942,Astemo株式会社 1001942,Ａｓｔｅｍｏ,宮城事業所,A
10001C716,1000029,DENSO VIETNAM 1000029,ＤＭＶＮ,DMVN(輸入),A
10001C717,1000821,株式会社ジャパンディスプレイ 1000821,ジャパンディスプレイ,本社,A
10001C720,1000239,サイアムデンソーマニュファクチャリング 1000239,ＳＤＭ,SDM(輸入),A
10001C722,1001916,日本モレックス合同会社 1001916,モレックス,本社,A
10001C723,1002004,豊生ブレーキ工業株式会社 1002004,豊生ブレーキ工業,本社,A
10001C726,1000091,Siam KYOSANーDENSO Co 1000091,ＳＫＤ,SKD(輸入),A
10001C728,1000388,ニデックインスツルメンツ株式会社 1000388,ニデックインスツルメンツ,名古屋営業所(加工(旧日新工機)),A
